post_id,post_text,comment_id,comment_text,like_count,created_at,platform,category,reply_count,parent_id,video_view_count,is_top_comment
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugx0HJokkgVzZLkkyZF4AaABAg,"저런 덴 얼말까,,나두 얼마 전에 자취 시작하려고 서울에 방 알아봤는데 넘 비싸부러",5,2023-01-11T02:36:43Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgwFXE6VuIf8R_9_L6x4AaABAg,"제 목표,,,,이렇게 자취 해보겠어요 언냐처럼 깔끔하게,,,",2,2023-01-05T19:49:18Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgxzS6ufGT6Fnhi2bn14AaABAg,뷰가 진짜 예뻐요🤍,5,2022-12-21T03:12:49Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgyfEKO6sTWidnGXUZp4AaABAg,더 보기란에 하나하나 세심하고 일목정연하게 적어놓은거에 큰.정성이 들어갔구나....진심이구나 하고 느꼈습니다 👏🏻👏🏻👍🏻👍🏻 영상미도 예쁘요,22,2022-12-27T13:41:26Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgxfEIkMsgqlkLzWdJV4AaABAg,신발장에 신발 하나씩 넣어둔 거 넘나 깜찍해용🥹,1,2023-03-13T07:44:21Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgyhM1aAAqh3g2Ng6sp4AaABAg,헐 집 뷰도 좋고 너무 예뻐요! ㅎㅎ,3,2023-05-28T11:36:52Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgzYHTRYDViOlrFfGmR4AaABAg,독립하고 싶다….,0,2026-03-14T01:59:27Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgxwSwEpcPJh4dCZ2d54AaABAg,와 진짜 드림하우스다,1,2022-12-31T07:44:49Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugz_TAaWVeECIXV457Z4AaABAg,영상 분위기 너무 좋아서 잘 보구갑니당 !! ❤ 저도 갓 유튜브 시작해서 많이 공감되네유 ㅠ 화이팅입니당 👏🏻❤️,3,2022-12-27T16:34:42Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgyN8MDOH2JmVPbHb0B4AaABAg,에어프라이기와 커피머신 😂😮사이즈 정말 찰떡이네요🎉🎉,1,2022-12-27T03:44:55Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugx2pF3bKN9MEr_bkCN4AaABAg,그 무엇보다 장이 많다는게 너무 부럽네요ㅠㅠ비슷한구조지만 옛날 오피스텔이라 장이ㅜㅜ,0,2024-08-27T03:08:12Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgypTff8rKJlJiR0Fj54AaABAg,약간 따뜻한(색깔)조명 있으면 좋을뜻 하얀색베이스에 밤되면 따뜻하게 빛을내줄 조명하나정도만 있어도 좋을뜻 방은조명이 생명이라,0,2023-01-18T17:30:18Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgzzwBKEuWbiS-2tGDl4AaABAg,완전 재미있어요! 잘봤습니당 ㅎ,0,2025-06-01T09:13:29Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgwR6fConRuJbFvtRPt4AaABAg,방이 넘 예뻐요... 제 워너비!!,2,2022-12-26T08:31:21Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgyHeb4RgFxUEmovXRp4AaABAg,"통창에 양창 거기에 트인 뷰까지 정말 제가 가장
바라는 조건인데 너므너무 예쁘고 부럽네요..🥹",12,2023-05-22T01:00:53Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgxkHDNc7SGAFFM8slJ4AaABAg,"신발장 안에 있는 신발은 14켤레(부츠 3켤레,  운동화 7켤레, 샌들 1켤레, 단화 1켤레, 슬리퍼 1켤레, 쪼리 1켤레)네욤 ㅎㅎㅎ",0,2024-11-04T11:10:05Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgxnNkTr3NgaIRyaosl4AaABAg,집이 너무 깔끔하고 예쁘고 영상도 깔끔해서 좋아요 ☺️👍🏻💙,58,2022-12-28T16:34:17Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgwbOOuaZyN65Ublk1B4AaABAg,와 창이 진짜 이쁘네요..해도 잘들고,0,2023-03-16T00:19:56Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgwQLyQSwHbSNzFKL054AaABAg,와 집 너무 이뻐요...ㅜㅜ,3,2023-01-09T07:34:45Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugyjsue52djGN9owgZl4AaABAg,집이 너무 예쁘네요 : D,2,2023-02-03T07:30:34Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugz1XngWmW2Oxyt1IR14AaABAg,너무 예쁘네요!!,5,2022-12-23T03:56:52Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgxeqiywK7p4aQm-dkF4AaABAg,"우와 😍 전 한국 아닌줄 알았아요 
워너비 룸입니다",0,2023-01-15T15:47:56Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugy53mLBchO0376szR14AaABAg,알고리즘에 떠서 보러 왔다가 같은 게으른 완벽주의자라는 사실을 알고선... 바로 구독하고 갑니다..ㅋㅋㅋㅋㅋ>.<,8,2022-12-27T07:06:22Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgwwDNqS6nEaYAw4my14AaABAg,우와 집너무 깔끔하고 이뻐요 🤍 뷰도 미국 호텔이 떠오르네요 😮,5,2022-12-26T04:08:11Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgxrGNXNA9eoOLN4Qi94AaABAg,내 소원집..ㅠ,0,2024-10-01T13:37:51Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugwzi7-lnuUm0BwT7Qx4AaABAg,와 이런 집이면 자취할래요ㅠㅠㅠ,7,2023-01-01T17:05:20Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgxuQBj1eZuYpKhWmCx4AaABAg,와  내부 진짜  잘 꾸미셨네요  대박,4,2023-01-13T09:44:51Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugwsr4IxoNIO1HGMZzN4AaABAg,"깔끔하고 너무 예쁜 자취집인데요👍
행복하세요❤️",10,2023-02-16T03:00:58Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgyuuPt04zAncjiyJxB4AaABAg,빔 시계 처음 보는데 너무 신기해요! 바로 검색해서 구매하려구요!!좋은 정보 감사합니다!!!,3,2023-01-07T15:33:13Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugz2vyDyXeky8IirPap4AaABAg,와 살맛나겠다,0,2023-01-04T19:16:36Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugxfe1BaDX8mGZ_jv_14AaABAg,방이 진짜 제가 꿈꾸던 방이에요❤❤,6,2022-12-24T15:28:57Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugz7XIahdDhd_iQ-Ynl4AaABAg,우왕 곧 자취예정인데 꿀템들 잘 보고가요👍🏻편집도 엄청 잘하시네요!!,13,2022-12-25T03:15:36Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgxGnjLSTR4A0mxy3Ut4AaABAg,저도 큰창보고 집계약했는데 겨울에 우풍 장난아닙니다ㅠ 넘추워요😢,6,2022-12-28T06:17:04Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugx5cOFOfNVGSTo6esp4AaABAg,집도 예쁘고 엄청 친절하세요♡,9,2022-12-21T15:24:06Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgxUAlVq8gOwqIN8VQ54AaABAg,"진짜 월세,보증금 넘궁금합니다ㅜ",27,2022-12-30T10:38:26Z,youtube,vlog,0,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgyL2Eo4ZHDLDQln2YV4AaABAg,집이 너무 예뻐서 구독하고 갑니댜 ㅎㅎㅎ 많이 올려주세뇨🤍,3,2022-12-26T20:08:50Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgyoW4zu1rheQ7LFuw94AaABAg,"같은 하늘 아래에 같은 한국 집인데
아니이ㅣ잉이이ㅣ 이건
불공평행에에ㅔㅇ엥 ㅠㅠㅠ",2,2023-08-02T12:56:27Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugxe06AqzJSFhghDybp4AaABAg,"방이 너무 예쁘네요
잘구경하고 갑니다~~!!^*^",8,2022-12-20T10:45:36Z,youtube,vlog,1,,853155,1
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugxe06AqzJSFhghDybp4AaABAg.9jrGYauXdRM9jrGpjTyVnP,또 놀러오세요 선생님❤,1,2022-12-20T10:48:05Z,youtube,vlog,0,Ugxe06AqzJSFhghDybp4AaABAg,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgyKaXjxYRZ7gm7q2vJ4AaABAg,이쁘게 찍었는데 플라스틱제습제에 생수에 캡슐커피에. . 플라스틱 쓰레기는 참 많이 나올듯. .,1,2023-02-24T11:33:42Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugz7dW3SFcHdzg_ULV54AaABAg,집구경 너무 잘하고갑니다 너무 이쁘게 꾸미셨네요 혹시 사용중이신 테이블 지금까지 오염같은건 괜찮으신가요 ?,0,2023-04-01T00:37:15Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugz7cU8-ewz7jIdnR7l4AaABAg,"여긴 바퀴벌레 안나올거같다 오피스텔인데 작은 평수치고 되게 깔끔하다,, 이런 무채색집 구하기도 쉽지 않은데 자취할맛 나겄어요 근데 월세 오지게 비쌀거같다,,,",2,2023-04-26T21:00:54Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgyU2zxddFk0WShzzmt4AaABAg,키친타월 걸이 정보 알고싶어요 ㅠㅠ,0,2025-02-09T12:09:41Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgwLT0M885mPBb12ivd4AaABAg,저도 이번에 자취시작했는데 샴푸랑 바디워시 괜찮은거 뭐있을까요? 그리고 섬유유연제 같은 향기템 알고싶어요❤,0,2023-05-28T04:29:58Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgwjDJgJRACgTUIyIsd4AaABAg,영상 너무 잘 봤습니다 !! 집 알아보고 있는데 알고리즘에 바로 올라오네요 😮😮 저 지금 집 구하고 있는 유목민인데 보증금 월세 알 수 있을까요 ㅠㅠㅠ 😭😭,2,2023-01-08T17:29:34Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugxd_8KEO-HRPVf_xRZ4AaABAg,00:25 혹시 초반에 커피머신과 함께 나오는 이 유리컵 어디서 사셨나요? 너무 예뻐요ㅠ..,1,2023-10-09T06:24:48Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgzXCflt7r1VTJGzpHV4AaABAg,저도 창이 크거나 많은 오피스텔 선호하는데 혹시나 겨울엔 너무 추울까봐 걱정이에요. 괜찮으셨나요?,0,2024-02-13T10:52:12Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgzEraAGth4xssm6rtZ4AaABAg,저두 저거 쓰는데ㅋㅋㅋㅋ왔다갔다하는 사람들만 있어도 다 떠서 안심.. 근데 창이 두개있으니 진짜 좋네여~~~~,0,2023-01-18T08:02:38Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugwr7hS9Ojr0YfdeRV14AaABAg,탁 트인 유리창 너무 예쁘지만 한편으론 밖에서 보일까봐 걱정돼요ㅠ 평소에도 블라인드 올리고 생활하시나요??,0,2024-07-25T17:13:18Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugzglj9AHlQhdYWzTQF4AaABAg,"유리창통해 들어오는 햇빛때문에
일찍 잠 깨진않나요?
오피스텔 원룸사는데
점점 해가 일찍 떠서 그런지
블라인드쳐도 빛이 들어와서
일찍 깨버리네요ㅜㅜㅜㅜ",0,2023-04-08T05:29:02Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugzxn3vXlS1yrGgl-c14AaABAg,방 예쁘네요 저도 26이나 25살에 자취하는게 목표인데 어디서 하셨나요,0,2025-11-26T11:25:40Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgzA-yRX2kWsle8pRit4AaABAg,아기자기하고 집이 너무 예뻐요 ㅎ 그런데 옷장은 어디에 있나요~? :) 저도 7평정도 되는 집인데 저는 옷수납이 고민이여서요!,0,2024-08-21T10:23:41Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgyJp5fkm4KtCxU3cAp4AaABAg,안녕하세요!! 질문드려요! 저도 캡스홈 설치하려 하는데 혹시 렌탈형으로 설치하셨나용?!!!!,0,2024-10-08T22:51:19Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,Ugyvai4iMft0VhqedLN4AaABAg,1:34~1:42 신발장 안에 있는 신발은 13켤레(그 중 운동화는 7켤레)임돠 근데 나머지 6켤레는 무슨 신발이에욤?,0,2023-01-07T09:48:07Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgxWYQbHTME2FB271JN4AaABAg,오프닝 곡 제목이 뭔지 알고싶어요!,0,2024-02-04T13:22:20Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgysQAYn9Sg0wYbOgrJ4AaABAg,겨울에 엄청추울듯,1,2023-01-01T01:44:09Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgwtBBwltlRme3PZBEF4AaABAg,통창 어차피 커튼 다치고 삽니다..  샤워도 맘대로 못함ㅋㅋ,0,2023-06-02T15:20:43Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgybyaCyATCazGwR3Q94AaABAg,초반캡스홈은 에스케이만되나용??,0,2026-02-19T15:02:58Z,youtube,vlog,0,,853155,0
N563-sdCXNk,Room Tour🤍 스물 여섯 첫 자취 | 채광 좋은 양창 오피스텔 | 6평 룸투어 | 원룸인테리어 | 뷰맛집 | 서울오피스텔,UgzSAQbRaHujiLcdevZ4AaABAg,빨래바구니 정보 알 수 있을까요옹,0,2024-12-17T08:29:58Z,youtube,vlog,0,,853155,0
